chuzu,ditie,fukuan,jiage,louceng,mianji,xiaoqu,zhuangxiu
整租,距离地铁长椿街383米,押2付3,18000,中楼层/16层,85,北京尊府,精装
整租,距离地铁复兴门424米,押2付3,30000,低楼层/14层,130,长安兴融中心,精装
整租,距离地铁西单659米,押2付3,9500,中楼层/6层,61,京畿道,中装
整租,距离地铁长椿街504米,押2付3,16000,低楼层/14层,150,新文化街,中装
整租,距离地铁长椿街504米,押1付3,9000,中楼层/13层,59.3,新文化街,中装
整租,距离地铁西单659米,押2付3,10500,中楼层/6层,85,京畿道,精装
整租,距离地铁西四727米,押1付3,10000,高楼层/6层,80,羊肉胡同,中装
整租,距离地铁西单721米,押2付3,11000,中楼层/17层,70,二龙路,精装
合租,距离地铁西四727米,押2付3,2500,顶层/6层,12,羊肉胡同,中装
整租,距离地铁长椿街504米,押1付3,9000,高楼层/13层,65,新文化街,中装
整租,距离地铁长椿街504米,押2付3,7000,低楼层/16层,60,新文化街,精装
整租,距离地铁灵境胡同585米,押1付3,12000,高楼层/12层,69.4,丰汇园小区,精装
整租,距离地铁灵境胡同301米,押1付3,6500,低楼层/17层,50,华远北街1号,中装
整租,距离地铁灵境胡同301米,押2付3,12000,低楼层/17层,70,华远北街1号,精装
整租,距离地铁西单659米,押1付3,9000,底层/6层,65,京畿道,中装
整租,距离地铁西四745米,押2付3,14000,中楼层/11层,71,西城晶华,精装
整租,距离地铁西单659米,押1付3,10000,中楼层/6层,65,京畿道,精装
整租,距离地铁灵境胡同652米,押1付3,16000,中楼层/22层,84,丰侨公寓,精装
整租,距离地铁灵境胡同301米,押2付3,14000,中楼层/17层,90,华远北街1号,中装
整租,距离地铁西单659米,押2付3,7000,中楼层/6层,46,京畿道,中装
整租,距离地铁西四745米,押2付3,13000,中楼层/11层,78,西城晶华,精装
整租,距离地铁复兴门538米,押1付3,8000,高楼层/16层,65,太平桥大街,精装
整租,距离地铁复兴门538米,押1付3,8000,高楼层/16层,65,太平桥大街,中装
整租,距离地铁灵境胡同301米,押2付3,8500,中楼层/17层,68,华远北街1号,精装
整租,距离地铁复兴门538米,押2付3,9000,顶层/16层,66,太平桥大街,中装
整租,距离地铁灵境胡同585米,押2付3,20000,中楼层/6层,85,丰汇园小区,精装
整租,距离地铁灵境胡同323米,押1付3,11000,中楼层/7层,72,宏英园,简装
整租,距离地铁西单721米,押1付3,9500,高楼层/17层,65.3,二龙路,精装
整租,距离地铁西四745米,押1付3,18000,高楼层/11层,98.7,西城晶华,精装
整租,距离地铁长椿街504米,押1付3,8500,顶层/6层,57.6,新文化街,中装
随时看房,距离地铁复兴门673米,押2付3,74000,顶层/13层,200,金宸公寓,精装
整租,距离地铁长椿街504米,押2付3,7000,中楼层/18层,50,新文化街,精装
整租,距离地铁灵境胡同285米,押2付3,6000,低楼层/7层,55,宏汇园,中装
整租,距离地铁长椿街372米,押2付3,8000,顶层/10层,50,宣武门西大街,精装
整租,距离地铁灵境胡同585米,押2付3,28000,高楼层/6层,152,丰汇园小区,精装
整租,距离地铁长椿街372米,押2付3,9000,中楼层/12层,72.3,宣武门西大街,精装
整租,距离地铁西四745米,押1付3,35000,中楼层/8层,152,西城晶华,精装
整租,距离地铁灵境胡同585米,押1付3,12000,中楼层/12层,68,丰汇园小区,精装
整租,距离地铁西四745米,押2付3,35000,低楼层/8层,154.78,西城晶华,精装
整租,距离地铁复兴门454米,押2付3,70000,低楼层/10层,263,华荣公寓,精装
整租,距离地铁长椿街419米,押2付3,27000,中楼层/18层,130,尚座大厦,精装
